DAUID,Province or territory,CISR Dimension 1 Scores,CISR Dimension 2 Scores,CISR Dimension 3 Scores,CISR Scores,CISR Quintiles,CISR Most Resilient Dimension
48111127,Alberta,-0.39288,-0.709,-0.65816,-0.58668,1,Dimension 1
48111128,Alberta,-0.01436,-0.16097,-0.14473,-0.10669,3,Dimension 1
48111129,Alberta,-0.44076,-0.4247,-0.13198,-0.33248,2,Dimension 3
48111130,Alberta,-0.48346,-1.90648,-0.0701,-0.82001,1,Dimension 3
48111131,Alberta,-0.21178,-1.06294,0.0931,-0.39387,2,Dimension 3
48111132,Alberta,-0.51444,-1.40594,-0.15338,-0.69125,1,Dimension 3
48111133,Alberta,-0.58525,-1.49835,-0.71702,-0.93354,1,Dimension 1
48111134,Alberta,-0.37675,-3.24648,-0.03316,-1.2188,1,Dimension 3
48111135,Alberta,-0.33507,-3.28733,-0.63801,-1.42014,1,Dimension 1
48111136,Alberta,0.00842,-2.794,-2.01864,-1.60141,1,Dimension 1
48111137,Alberta,-0.6071,-1.58306,-1.04804,-1.0794,1,Dimension 1
48111138,Alberta,-0.25587,-1.42696,0.02183,-0.55367,1,Dimension 3
48111139,Alberta,-0.81571,-2.19369,0.07202,-0.97913,1,Dimension 3
48111140,Alberta,-0.52563,-0.87992,-0.28762,-0.56439,1,Dimension 3
48111141,Alberta,-0.25646,-0.35135,0.3397,-0.08937,3,Dimension 3
48111142,Alberta,-0.09551,0.22235,0.55363,0.22682,4,Dimension 3
48111143,Alberta,-0.50935,-3.19748,0.34022,-1.1222,1,Dimension 3
48111144,Alberta,0.33517,-0.84719,-2.65172,-1.05458,1,Dimension 1
48111145,Alberta,0.29629,0.52228,-0.19947,0.20637,4,Dimension 2
48111147,Alberta,0.17574,-0.13582,-0.53755,-0.16588,2,Dimension 1
48111148,Alberta,-0.20358,0.74696,0.68236,0.40858,4,Dimension 2
48111149,Alberta,-0.39397,-0.75148,-0.65023,-0.59856,1,Dimension 1
48111150,Alberta,-0.55874,-1.43719,-0.49508,-0.83033,1,Dimension 3
48111152,Alberta,-0.16063,-2.32659,-0.00986,-0.83236,1,Dimension 3
48111153,Alberta,0.09121,-1.74322,0.64958,-0.33414,2,Dimension 3
48111154,Alberta,-0.39903,0.14524,0.68484,0.14369,3,Dimension 3
48111155,Alberta,-0.30289,0.4087,0.98954,0.36512,4,Dimension 3
48111156,Alberta,-0.30498,-0.08722,0.11474,-0.09249,3,Dimension 3
48111157,Alberta,0.23829,-1.65866,0.21999,-0.40013,2,Dimension 1
48111158,Alberta,-0.12707,0.58646,-0.98781,-0.17614,2,Dimension 2
48111159,Alberta,-0.36738,-0.5035,-0.45407,-0.44165,2,Dimension 1
48111160,Alberta,-0.09465,0.24323,-1.08551,-0.31231,2,Dimension 2
48111162,Alberta,-0.29919,0.43643,1.02847,0.38857,4,Dimension 3
48111163,Alberta,0.17315,1.24449,0.22181,0.54648,5,Dimension 2
48111164,Alberta,-0.33046,0.56134,0.63257,0.28782,4,Dimension 3
48111165,Alberta,-0.52658,-0.55887,0.88276,-0.06756,3,Dimension 3
48111167,Alberta,-0.19415,-0.6735,0.21519,-0.21749,2,Dimension 3
48111168,Alberta,-0.01992,0.55846,-0.62011,-0.02719,3,Dimension 2
48111169,Alberta,-0.29288,-2.48037,0.57175,-0.73383,1,Dimension 3
48111171,Alberta,-0.5543,-1.41706,0.5906,-0.46025,2,Dimension 3
48111172,Alberta,0.02076,-0.41764,-0.1149,-0.1706,2,Dimension 1
48111173,Alberta,-1.0485,-2.89945,1.28177,-0.88873,1,Dimension 3
48111174,Alberta,-0.6203,-2.6945,0.92127,-0.79785,1,Dimension 3
48111176,Alberta,0.13411,-0.66918,-0.13119,-0.22209,2,Dimension 1
48111180,Alberta,-0.32559,-1.004,-0.42807,-0.58589,1,Dimension 1
48111181,Alberta,0.03535,0.55428,-0.10903,0.1602,3,Dimension 2
48111182,Alberta,0.19609,-1.60323,0.76736,-0.21326,2,Dimension 3
48111183,Alberta,-0.06274,0.19124,-0.60882,-0.16011,2,Dimension 2
48111184,Alberta,0.00533,0.20927,-0.47983,-0.08841,3,Dimension 2
48111185,Alberta,0.07515,-0.96771,-0.29314,-0.39523,2,Dimension 1
48111187,Alberta,0.22906,-0.29362,0.13199,0.02248,3,Dimension 1
48111188,Alberta,0.58661,-0.00087,-0.73127,-0.04851,3,Dimension 1
48111189,Alberta,-0.14122,0.16549,0.45247,0.15891,3,Dimension 3
48111190,Alberta,-0.00768,0.27213,-0.00298,0.08716,3,Dimension 2
48111192,Alberta,0.43599,0.71504,-0.04561,0.36847,4,Dimension 2
48111193,Alberta,-0.16558,0.69209,1.00238,0.50963,4,Dimension 3
48111194,Alberta,-0.20508,-0.09232,-0.37647,-0.22462,2,Dimension 2
48111195,Alberta,-0.19258,0.91645,0.69522,0.47303,4,Dimension 2
48111205,Alberta,1.53087,1.78038,0.65413,1.32179,5,Dimension 2
48111206,Alberta,1.44813,1.86119,1.18927,1.49953,5,Dimension 2
48111207,Alberta,0.70298,1.16899,-0.34499,0.509,4,Dimension 2
48111208,Alberta,0.85501,2.3544,1.34697,1.51879,5,Dimension 2
48111209,Alberta,1.35672,2.38764,1.31614,1.68683,5,Dimension 2
48111210,Alberta,0.5931,0.97878,0.82169,0.79786,5,Dimension 2
48111247,Alberta,0.01075,-0.6808,-0.48594,-0.38533,2,Dimension 1
48111248,Alberta,0.23614,0.31813,-0.89479,-0.11351,3,Dimension 2
48111249,Alberta,-0.23701,-0.37507,-0.22829,-0.28012,2,Dimension 3
48111250,Alberta,0.55325,0.14482,-1.05635,-0.11943,3,Dimension 1
48111251,Alberta,-0.3314,-0.5308,0.83216,-0.01001,3,Dimension 3
48111260,Alberta,0.0005,-0.65698,-2.16154,-0.93934,1,Dimension 1
48111261,Alberta,-0.4456,-0.35425,-0.5293,-0.44305,2,Dimension 2
48111262,Alberta,-0.1093,1.29854,-1.6971,-0.16929,2,Dimension 2
48111263,Alberta,0.09863,0.47094,-0.58421,-0.00488,3,Dimension 2
48111265,Alberta,0.46408,0.26164,-0.0682,0.21917,4,Dimension 1
48111266,Alberta,-0.49379,-1.75831,0.52532,-0.57559,1,Dimension 3
48111268,Alberta,0.10401,-0.27952,0.14914,-0.00879,3,Dimension 3
48111269,Alberta,1.04526,-0.58175,0.58747,0.35033,4,Dimension 1
48111270,Alberta,0.50554,-0.23317,-1.13962,-0.28908,2,Dimension 1
48111271,Alberta,1.14939,0.41624,0.26657,0.61073,5,Dimension 1
48111272,Alberta,0.07501,-0.71359,-0.05007,-0.22955,2,Dimension 1
48111273,Alberta,0.62162,-0.7029,-0.28375,-0.12168,3,Dimension 1
48111275,Alberta,0.04007,-0.11315,-0.76058,-0.27789,2,Dimension 1
48111276,Alberta,-0.45573,-0.34652,-0.71397,-0.50541,2,Dimension 2
48111277,Alberta,-0.36691,-0.05802,-1.33944,-0.58812,1,Dimension 2
48111278,Alberta,0.15379,-0.06091,-0.36163,-0.08958,3,Dimension 1
48111279,Alberta,1.99285,1.5733,0.50012,1.35542,5,Dimension 1
48111280,Alberta,1.32528,0.7239,0.4093,0.81949,5,Dimension 1
48111281,Alberta,1.52863,0.9124,-0.80911,0.54397,5,Dimension 1
48111282,Alberta,1.2763,0.94122,0.60049,0.93934,5,Dimension 1
48111283,Alberta,2.30214,0.85914,0.28134,1.14754,5,Dimension 1
48111284,Alberta,2.3294,0.06893,0.28052,0.89295,5,Dimension 1
48111285,Alberta,2.30566,1.12741,0.28124,1.2381,5,Dimension 1
48111286,Alberta,2.40233,-3.55701,-0.58361,-0.57943,1,Dimension 1
48111287,Alberta,1.74226,-1.04623,-0.26221,0.14461,3,Dimension 1
48111288,Alberta,1.89335,-2.56908,0.08746,-0.19609,2,Dimension 1
48111294,Alberta,1.35367,-1.13165,-0.08179,0.04674,3,Dimension 1
48111295,Alberta,1.65392,-2.89093,0.62707,-0.20331,2,Dimension 1
48111296,Alberta,1.26666,-1.41004,-1.54688,-0.56342,1,Dimension 1
48111297,Alberta,0.75625,-2.14571,0.5142,-0.29175,2,Dimension 1
48111298,Alberta,1.08926,-1.39204,-0.19132,-0.1647,2,Dimension 1
48111299,Alberta,1.25317,-1.75816,0.02667,-0.15944,2,Dimension 1
48111300,Alberta,1.17964,-0.17,-0.02684,0.3276,4,Dimension 1
48111301,Alberta,1.21724,-0.22788,-0.38501,0.20145,4,Dimension 1
48111303,Alberta,1.5543,-1.24831,0.81941,0.37513,4,Dimension 1
48111304,Alberta,1.0519,-1.65212,-0.42745,-0.34256,2,Dimension 1
48111305,Alberta,0.62433,-2.05458,0.46559,-0.32155,2,Dimension 1
48111306,Alberta,0.61837,-1.33017,0.61186,-0.03331,3,Dimension 1
48111307,Alberta,1.36805,-1.35028,0.62596,0.21458,4,Dimension 1
48111308,Alberta,0.80011,-2.23521,0.58368,-0.28381,2,Dimension 1
48111309,Alberta,1.63558,-1.88889,-0.19297,-0.14876,3,Dimension 1
48111310,Alberta,0.62214,-1.24788,-0.0223,-0.21601,2,Dimension 1
48111311,Alberta,0.38971,-1.22146,-0.65766,-0.49647,2,Dimension 1
48111313,Alberta,0.91297,-0.69216,0.43703,0.21928,4,Dimension 1
48111314,Alberta,1.34607,-0.71944,-3.80388,-1.05909,1,Dimension 1
48111315,Alberta,0.18326,-1.73523,-0.06479,-0.53892,1,Dimension 1
48111316,Alberta,0.73466,-1.60335,0.24818,-0.20684,2,Dimension 1
48111317,Alberta,0.96507,-0.49678,-1.25706,-0.26292,2,Dimension 1
48111318,Alberta,1.35018,0.25129,0.87047,0.82398,5,Dimension 1
48111319,Alberta,1.7473,-3.19145,-1.30158,-0.91524,1,Dimension 1
48111320,Alberta,2.14432,-0.41503,-0.59333,0.37866,4,Dimension 1
48111321,Alberta,1.67974,-0.79492,0.73669,0.5405,5,Dimension 1
48111322,Alberta,2.63271,1.40866,-0.28075,1.25354,5,Dimension 1
48111323,Alberta,2.06268,-0.35279,0.24388,0.65126,5,Dimension 1
48111324,Alberta,2.43049,1.13023,0.99638,1.51903,5,Dimension 1
48111325,Alberta,2.13612,1.1359,0.67481,1.31561,5,Dimension 1
48111326,Alberta,2.38832,1.1981,-0.08949,1.16565,5,Dimension 1
48111327,Alberta,1.2843,1.7745,1.26012,1.43964,5,Dimension 2
48111328,Alberta,1.70922,0.69572,0.45368,0.95288,5,Dimension 1
48111329,Alberta,1.58014,1.91804,2.01999,1.83939,5,Dimension 3
48111330,Alberta,1.74858,2.11644,0.55485,1.47329,5,Dimension 2
48111331,Alberta,2.16432,0.20228,0.65586,1.00749,5,Dimension 1
48111332,Alberta,0.84968,0.17097,-0.05463,0.32201,4,Dimension 1
48111333,Alberta,0.75381,0.3931,-0.80256,0.11478,3,Dimension 1
48111334,Alberta,-3.31453,-0.31404,-1.14933,-1.59263,1,Dimension 2
48111335,Alberta,-3.59018,0.44653,-0.48853,-1.21073,1,Dimension 2
48111371,Alberta,-0.95358,0.02862,0.81889,-0.03536,3,Dimension 3
48111372,Alberta,0.08518,0.93775,0.14649,0.3898,4,Dimension 2
48111373,Alberta,-0.10289,0.44301,-0.06475,0.09179,3,Dimension 2
48111433,Alberta,-0.68339,-0.08329,-0.88303,-0.54991,1,Dimension 2
48111434,Alberta,-0.05661,-1.42985,-1.02214,-0.8362,1,Dimension 1
48111435,Alberta,-0.65786,-1.5321,0.07464,-0.70511,1,Dimension 3
48111436,Alberta,-0.46694,0.50612,0.18905,0.07607,3,Dimension 2
48111438,Alberta,-0.106,0.64414,0.95442,0.49752,4,Dimension 3
48111442,Alberta,0.43324,0.9,-0.0666,0.42221,4,Dimension 2
48111443,Alberta,0.42793,0.89106,-0.31075,0.33608,4,Dimension 2
48111444,Alberta,-0.06604,-0.42089,0.53158,0.01488,3,Dimension 3
48111445,Alberta,0.04006,-0.02773,-0.55096,-0.17954,2,Dimension 1
48111446,Alberta,-0.54583,-0.61076,-0.59765,-0.58475,1,Dimension 1
48111447,Alberta,0.03201,-1.54781,-0.64882,-0.72154,1,Dimension 1
48111448,Alberta,-0.64494,-1.93943,0.53866,-0.6819,1,Dimension 3
48111449,Alberta,0.26779,0.01426,-1.15171,-0.28989,2,Dimension 1
48111451,Alberta,-0.72367,-2.28782,-0.67914,-1.23021,1,Dimension 3
48111452,Alberta,-0.80681,-2.4124,0.04915,-1.05669,1,Dimension 3
48111453,Alberta,-0.24398,-1.21159,-0.93317,-0.79625,1,Dimension 1
48111454,Alberta,-0.04384,0.17824,-1.20482,-0.35681,2,Dimension 2
48111455,Alberta,-0.2832,-0.46538,0.54109,-0.06916,3,Dimension 3
48111456,Alberta,-0.578,-1.58796,0.12093,-0.68168,1,Dimension 3
48111457,Alberta,-0.46071,-1.42823,0.44378,-0.48172,2,Dimension 3
48111458,Alberta,-0.56541,0.29851,-1.36322,-0.54337,1,Dimension 2
48111459,Alberta,-0.55216,0.75889,-0.85062,-0.21463,2,Dimension 2
48111460,Alberta,0.09991,0.93053,-1.12052,-0.03003,3,Dimension 2
48111461,Alberta,-0.55204,0.1955,-0.88787,-0.4148,2,Dimension 2
48111462,Alberta,-0.18275,0.47399,-0.36114,-0.0233,3,Dimension 2
48111463,Alberta,-0.55846,0.37867,-0.98365,-0.38781,2,Dimension 2
48111464,Alberta,-0.31205,-0.09723,-0.8113,-0.40686,2,Dimension 2
48111465,Alberta,-0.18639,0.27896,-0.50108,-0.13617,3,Dimension 2
48111466,Alberta,-0.11473,-0.43499,-0.97246,-0.50739,2,Dimension 1
48111467,Alberta,-0.4031,0.46343,-0.36221,-0.10063,3,Dimension 2
48111468,Alberta,-0.53864,0.07148,-0.98919,-0.48545,2,Dimension 2
48111469,Alberta,0.01147,-0.35768,-0.12053,-0.15558,2,Dimension 1
48111471,Alberta,-0.30991,-0.56966,-0.4089,-0.42949,2,Dimension 1
48111476,Alberta,-0.59871,-1.07816,0.94792,-0.24298,2,Dimension 3
48111477,Alberta,-0.71488,-0.9953,0.19301,-0.50572,2,Dimension 3
48111478,Alberta,-0.75099,-0.72468,-0.66549,-0.71372,1,Dimension 3
48111479,Alberta,-0.08428,0.36297,-0.59844,-0.10658,3,Dimension 2
48111480,Alberta,0.56373,-0.11393,-0.01431,0.14516,3,Dimension 1
48111495,Alberta,-0.64668,0.16158,0.17911,-0.102,3,Dimension 3
48111496,Alberta,0.01507,-0.47769,-0.36897,-0.2772,2,Dimension 1
48111497,Alberta,-0.43238,-1.58532,-0.16766,-0.72845,1,Dimension 3
48111499,Alberta,-0.09824,-0.89012,-0.4167,-0.46835,2,Dimension 1
48111500,Alberta,0.19003,0.73394,-0.57538,0.1162,3,Dimension 2
48111502,Alberta,-0.27707,0.78237,0.08867,0.19799,4,Dimension 2
48111503,Alberta,0.6355,-1.00758,0.51483,0.04759,3,Dimension 1
48111505,Alberta,0.14521,-1.9375,-0.73545,-0.84258,1,Dimension 1
48111506,Alberta,-0.24609,0.59801,0.44239,0.26477,4,Dimension 2
48111508,Alberta,-0.24432,-1.35707,-0.02792,-0.5431,1,Dimension 3
48111509,Alberta,-0.14446,0.35195,0.06882,0.0921,3,Dimension 2
48111510,Alberta,-0.47106,0.52622,1.46781,0.50766,4,Dimension 3
48111511,Alberta,-0.03494,-0.25359,0.9285,0.21332,4,Dimension 3
48111512,Alberta,-0.24856,0.19113,0.68468,0.20908,4,Dimension 3
48111513,Alberta,-0.42385,0.31088,0.77141,0.21948,4,Dimension 3
48111514,Alberta,-0.59539,0.53867,1.23375,0.39234,4,Dimension 3
48111515,Alberta,-0.47459,0.34645,0.90943,0.26043,4,Dimension 3
48111516,Alberta,0.60266,0.8067,-0.20853,0.40028,4,Dimension 2
48111517,Alberta,-0.0117,1.04736,0.85868,0.63145,5,Dimension 2
48111518,Alberta,0.63039,-2.85502,1.09789,-0.37558,2,Dimension 3
48111519,Alberta,0.41316,-2.18268,1.14648,-0.20768,2,Dimension 3
48111520,Alberta,1.71545,1.7985,0.29406,1.26934,5,Dimension 2
48111521,Alberta,0.57993,1.0307,0.82078,0.81047,5,Dimension 2
48111522,Alberta,0.56358,0.88995,1.41223,0.95525,5,Dimension 3
48111523,Alberta,-0.11112,1.02217,-1.01076,-0.03324,3,Dimension 2
48111524,Alberta,0.54304,1.5984,-0.12924,0.67074,5,Dimension 2
48111525,Alberta,0.5967,0.96884,0.71001,0.75852,5,Dimension 2
48111526,Alberta,0.34808,1.21883,0.5781,0.715,5,Dimension 2
48111527,Alberta,-0.73503,-1.88423,0.25253,-0.78891,1,Dimension 3
48111528,Alberta,-0.14303,-0.4279,0.11737,-0.15119,2,Dimension 3
48111529,Alberta,-0.20827,-0.56221,-0.80956,-0.52668,2,Dimension 1
48111530,Alberta,0.17163,0.51577,0.25294,0.31345,4,Dimension 2
48111531,Alberta,-0.50172,-1.08037,-1.94545,-1.17585,1,Dimension 1
48111532,Alberta,-0.24007,-1.25506,0.74977,-0.24846,2,Dimension 3
48111533,Alberta,-0.39667,0.79492,-1.54976,-0.38384,2,Dimension 2
48111534,Alberta,-0.26511,-0.87893,0.91608,-0.07599,3,Dimension 3
48111536,Alberta,1.16025,-1.03872,-0.18905,-0.0225,3,Dimension 1
48111537,Alberta,-0.40112,0.5824,-0.32888,-0.0492,3,Dimension 2
48111538,Alberta,-0.22979,-0.94728,0.8798,-0.09909,3,Dimension 3
48111539,Alberta,0.26077,0.48306,-0.78691,-0.01436,3,Dimension 2
48111540,Alberta,0.93121,1.10601,1.41167,1.14963,5,Dimension 3
48111541,Alberta,0.5598,0.5657,0.61855,0.58135,5,Dimension 3
48111543,Alberta,-0.88034,1.18305,0.32746,0.21006,4,Dimension 2
48111544,Alberta,-0.14593,1.33737,1.20973,0.80039,5,Dimension 2
48111545,Alberta,-0.99763,1.05835,0.90846,0.32306,4,Dimension 2
48111546,Alberta,-0.58246,0.43514,0.95166,0.26811,4,Dimension 3
48111547,Alberta,-1.41746,0.73035,0.6925,0.0018,3,Dimension 2
48111548,Alberta,-0.76549,-0.55639,-0.63751,-0.65313,1,Dimension 2
48111549,Alberta,-0.87369,0.06396,0.21029,-0.19981,2,Dimension 3
48111550,Alberta,-0.75406,0.97916,-0.10658,0.0395,3,Dimension 2
48111553,Alberta,-0.53535,-0.24064,0.06917,-0.23561,2,Dimension 3
48111554,Alberta,-0.51214,0.24655,-0.42824,-0.23128,2,Dimension 2
48111555,Alberta,-0.98558,0.75219,0.81299,0.1932,4,Dimension 3
48111556,Alberta,-0.45027,1.08468,0.51657,0.38366,4,Dimension 2
48111558,Alberta,-0.41189,0.41267,1.18746,0.39608,4,Dimension 3
48111559,Alberta,-0.53844,0.52241,0.14945,0.04447,3,Dimension 2
48111560,Alberta,-1.06815,-0.01931,-1.26242,-0.78329,1,Dimension 2
48111561,Alberta,-0.52686,-0.10285,-0.1507,-0.26013,2,Dimension 2
48111563,Alberta,-0.95925,0.94464,0.50025,0.16188,3,Dimension 2
48111564,Alberta,0.31174,1.03258,-0.2712,0.35771,4,Dimension 2
48111565,Alberta,-0.14941,0.4297,-0.96811,-0.22927,2,Dimension 2
48111567,Alberta,-0.10621,-0.08612,-1.62396,-0.60543,1,Dimension 2
48111568,Alberta,-0.20223,-0.49345,-1.606,-0.76722,1,Dimension 1
48111569,Alberta,-0.56783,-0.34579,-0.83299,-0.5822,1,Dimension 2
48111570,Alberta,-0.59434,0.76154,-0.03775,0.04315,3,Dimension 2
48111571,Alberta,-0.33232,0.58422,-0.74938,-0.16583,2,Dimension 2
48111572,Alberta,-0.32147,0.60452,-0.04424,0.07961,3,Dimension 2
48111573,Alberta,-0.15686,-2.57118,0.90837,-0.60655,1,Dimension 3
48111574,Alberta,0.09964,0.8922,-0.9278,0.02135,3,Dimension 2
48111575,Alberta,-0.20648,0.59953,-0.49518,-0.03404,3,Dimension 2
48111576,Alberta,0.01885,0.58612,-1.07449,-0.15651,2,Dimension 2
48111577,Alberta,0.07847,0.43118,-0.50623,0.00114,3,Dimension 2
48111578,Alberta,0.31412,0.83837,-0.93843,0.07135,3,Dimension 2
48111579,Alberta,-0.48387,0.80559,-0.49225,-0.05684,3,Dimension 2
48111580,Alberta,-0.63204,0.12294,-0.30215,-0.27042,2,Dimension 2
48111582,Alberta,-0.18085,1.59915,2.03061,1.14964,5,Dimension 3
48111586,Alberta,-3.26057,-0.36514,-0.43125,-1.35232,1,Dimension 2
48111588,Alberta,-0.51935,0.21825,0.44569,0.0482,3,Dimension 3
48111589,Alberta,-0.64353,-0.57524,-0.58429,-0.60102,1,Dimension 2
48111590,Alberta,-0.38569,-1.05885,0.37827,-0.35542,2,Dimension 3
48111591,Alberta,-0.80383,0.47833,0.53605,0.07019,3,Dimension 3
48111592,Alberta,-0.43522,-0.6151,0.94481,-0.03517,3,Dimension 3
48111594,Alberta,-0.44682,0.42731,1.24794,0.40947,4,Dimension 3
48111595,Alberta,-0.41269,0.82171,-0.32668,0.02745,3,Dimension 2
48111597,Alberta,-0.43796,-1.21964,0.06922,-0.52946,2,Dimension 3
48111598,Alberta,-0.59015,-0.59558,0.47997,-0.23525,2,Dimension 3
48111599,Alberta,-0.4451,-1.08177,-0.29255,-0.60648,1,Dimension 3
48111601,Alberta,0.3254,1.24029,-0.49342,0.35742,4,Dimension 2
48111602,Alberta,0.01499,0.60387,-0.68287,-0.02133,3,Dimension 2
48111603,Alberta,-0.03264,0.71629,-0.56334,0.04011,3,Dimension 2
48111604,Alberta,0.52449,0.62066,-0.67699,0.15606,3,Dimension 2
48111605,Alberta,0.89505,0.95283,-1.00574,0.28071,4,Dimension 2
48111606,Alberta,0.31349,0.88557,-1.83329,-0.21141,2,Dimension 2
48111607,Alberta,0.60771,0.35143,-0.97724,-0.00603,3,Dimension 1
48111608,Alberta,-0.09664,0.63013,-0.48827,0.01507,3,Dimension 2
48111609,Alberta,-0.49901,0.84746,-0.97449,-0.20868,2,Dimension 2
48111610,Alberta,0.51597,0.82156,-0.7339,0.20121,4,Dimension 2
48111611,Alberta,0.46699,0.69736,-0.60925,0.18503,4,Dimension 2
48111612,Alberta,0.40628,1.99007,0.55817,0.98484,5,Dimension 2
48111613,Alberta,0.44701,1.65395,0.11298,0.73798,5,Dimension 2
48111614,Alberta,0.20494,1.54098,1.65974,1.13522,5,Dimension 3
48111615,Alberta,-0.08227,1.66341,1.20614,0.92909,5,Dimension 2
48111616,Alberta,0.38114,1.62555,2.05603,1.35424,5,Dimension 3
48111617,Alberta,-0.31583,1.42589,0.99009,0.70005,5,Dimension 2
48111618,Alberta,0.74114,1.88313,1.73987,1.45471,5,Dimension 2
48111619,Alberta,-0.04658,0.95223,1.65389,0.85318,5,Dimension 3
48111620,Alberta,0.00163,0.99098,-0.81676,0.05862,3,Dimension 2
48111621,Alberta,0.40709,0.0853,-1.02075,-0.17612,2,Dimension 1
48111622,Alberta,0.51646,1.96078,1.26166,1.2463,5,Dimension 2
48111624,Alberta,-0.12302,0.07241,-0.88974,-0.31345,2,Dimension 2
48111625,Alberta,0.37969,0.47453,-1.12224,-0.08934,3,Dimension 2
48111626,Alberta,0.09925,0.74618,-0.8321,0.00444,3,Dimension 2
48111627,Alberta,0.05344,0.26302,0.09258,0.13635,3,Dimension 2
48111628,Alberta,0.151,0.99178,-0.98918,0.0512,3,Dimension 2
48111629,Alberta,-0.44053,-0.05515,-0.57792,-0.35787,2,Dimension 2
48111630,Alberta,-0.14263,-0.10735,-0.1338,-0.12793,3,Dimension 2
48111631,Alberta,-0.23102,0.21951,-0.66538,-0.22563,2,Dimension 2
48111632,Alberta,0.10546,-0.109,-0.52642,-0.17665,2,Dimension 1
48111633,Alberta,-0.07558,0.19754,-0.24183,-0.03996,3,Dimension 2
48111634,Alberta,-0.09922,-0.11819,-0.57446,-0.26396,2,Dimension 1
48111635,Alberta,0.44553,0.05232,-0.76729,-0.08981,3,Dimension 1
48111636,Alberta,-0.87127,0.07562,0.16188,-0.21126,2,Dimension 3
48111637,Alberta,0.45348,0.33269,-1.21214,-0.14199,3,Dimension 1
48111638,Alberta,0.29813,0.231,-0.43234,0.03226,3,Dimension 1
48111639,Alberta,0.26412,-0.89486,-1.28762,-0.63945,1,Dimension 1
48111640,Alberta,-0.07188,-0.0144,-0.22741,-0.10456,3,Dimension 2
48111641,Alberta,0.50754,0.99616,-0.39648,0.36907,4,Dimension 2
48111642,Alberta,0.44849,0.87023,-0.43429,0.29481,4,Dimension 2
48111643,Alberta,0.48688,-2.14504,0.05887,-0.5331,2,Dimension 1
48111644,Alberta,0.08382,0.92102,-0.38426,0.20686,4,Dimension 2
48111645,Alberta,0.43923,0.37063,-0.8902,-0.02678,3,Dimension 1
48111646,Alberta,-0.19798,-0.77777,0.13497,-0.28026,2,Dimension 3
48111647,Alberta,0.1933,1.3007,0.42969,0.64123,5,Dimension 2
48111648,Alberta,0.65816,1.54695,0.9754,1.06017,5,Dimension 2
48111649,Alberta,0.39728,1.68829,1.57154,1.21904,5,Dimension 2
48111650,Alberta,1.14555,1.8412,1.15272,1.37982,5,Dimension 2
48111651,Alberta,0.38282,-0.49449,0.75047,0.21293,4,Dimension 3
48111652,Alberta,0.38685,1.24142,2.04795,1.2254,5,Dimension 3
48111653,Alberta,0.18616,1.80221,1.46828,1.15222,5,Dimension 2
48111654,Alberta,0.07122,1.18815,0.1701,0.47649,4,Dimension 2
48111655,Alberta,0.1387,1.21401,1.50296,0.95189,5,Dimension 3
48111657,Alberta,-0.21068,0.49565,1.50388,0.59628,5,Dimension 3
48111658,Alberta,-0.60496,1.18645,0.8408,0.4741,4,Dimension 2
48111659,Alberta,-0.05659,0.70814,1.65419,0.76858,5,Dimension 3
48111660,Alberta,0.12064,0.87781,1.11118,0.70321,5,Dimension 3
48111661,Alberta,-0.06583,0.59877,1.15358,0.56217,5,Dimension 3
48111662,Alberta,0.59912,1.3165,1.92701,1.28088,5,Dimension 3
48111663,Alberta,0.05059,1.56192,1.33936,0.98396,5,Dimension 2
48111664,Alberta,0.00385,0.93901,0.08046,0.34111,4,Dimension 2
48111665,Alberta,-0.29242,1.34551,0.56622,0.53977,5,Dimension 2
48111666,Alberta,0.10015,1.2319,0.63168,0.65458,5,Dimension 2
48111667,Alberta,-0.33796,0.40421,1.66599,0.57741,5,Dimension 3
48111668,Alberta,-0.52516,1.1962,-0.09588,0.19172,4,Dimension 2
48111669,Alberta,0.18789,1.81732,1.41927,1.14149,5,Dimension 2
48111670,Alberta,-0.77288,0.33675,0.47273,0.0122,3,Dimension 3
48111672,Alberta,-0.69216,0.89871,0.09507,0.10054,3,Dimension 2
48111673,Alberta,0.09056,1.34782,1.47546,0.97128,5,Dimension 3
48111674,Alberta,-0.26946,0.96692,0.59151,0.42966,4,Dimension 2
48111675,Alberta,-0.2073,0.42869,-0.00878,0.07087,3,Dimension 2
48111676,Alberta,-0.42646,1.07514,0.6172,0.42196,4,Dimension 2
48111677,Alberta,-0.02036,1.17761,0.6383,0.59852,5,Dimension 2
48111678,Alberta,-0.09617,1.5777,1.5509,1.01081,5,Dimension 2
48111679,Alberta,-0.14855,0.82673,0.52435,0.40084,4,Dimension 2
48111680,Alberta,-0.14162,0.73219,-0.43471,0.05195,3,Dimension 2
48111681,Alberta,-0.22193,1.27895,0.25499,0.43734,4,Dimension 2
48111682,Alberta,-0.09087,0.42257,0.31557,0.21576,4,Dimension 2
48111683,Alberta,-0.46077,1.08794,1.16779,0.59832,5,Dimension 3
48111684,Alberta,-0.10326,0.96837,0.38177,0.41563,4,Dimension 2
48111685,Alberta,0.06248,1.07908,0.84486,0.66214,5,Dimension 2
48111686,Alberta,0.0365,0.88588,0.61601,0.5128,4,Dimension 2
48111687,Alberta,-0.57737,0.73916,-0.52235,-0.12019,3,Dimension 2
48111688,Alberta,-0.55627,1.0862,0.59124,0.37372,4,Dimension 2
