DAUID,Province or territory,CISR Dimension 1 Scores,CISR Dimension 2 Scores,CISR Dimension 3 Scores,CISR Scores,CISR Quintiles,CISR Most Resilient Dimension
35390164,Ontario,-0.24127,0.06377,0.92086,0.24779,4,Dimension 3
35390166,Ontario,-0.42835,-0.37761,0.69386,-0.03737,3,Dimension 3
35390167,Ontario,-0.10159,-0.27227,0.18391,-0.06332,3,Dimension 3
35390168,Ontario,-0.30079,-1.05423,0.09959,-0.41848,2,Dimension 3
35390170,Ontario,0.26842,0.94214,-0.8239,0.12888,3,Dimension 2
35390171,Ontario,-0.15113,0.46122,-1.05175,-0.24722,2,Dimension 2
35390172,Ontario,-0.08536,-0.41498,-0.79183,-0.43072,2,Dimension 1
35390173,Ontario,-0.08455,0.79236,-0.36445,0.11445,3,Dimension 2
35390174,Ontario,-0.11155,0.29196,-1.32362,-0.38107,2,Dimension 2
35390175,Ontario,-0.25166,0.23555,-0.95645,-0.32418,2,Dimension 2
35390176,Ontario,-0.58373,-0.51674,0.45754,-0.21431,2,Dimension 3
35390177,Ontario,-0.77768,0.1736,-1.01601,-0.54003,1,Dimension 2
35390178,Ontario,-0.32695,-1.66372,-0.71167,-0.90078,1,Dimension 1
35390179,Ontario,-0.61513,0.73526,0.03994,0.05336,3,Dimension 2
35390180,Ontario,0.05116,0.40845,-0.10704,0.11752,3,Dimension 2
35390181,Ontario,-0.23767,0.74001,-0.42964,0.02423,3,Dimension 2
35390182,Ontario,-0.05631,0.95815,-2.26633,-0.45483,2,Dimension 2
35390183,Ontario,-0.18747,0.09348,0.02405,-0.02331,3,Dimension 2
35390185,Ontario,-0.00206,1.47962,-0.54342,0.31138,4,Dimension 2
35390186,Ontario,-0.40418,-0.6727,0.07489,-0.334,2,Dimension 3
35390187,Ontario,0.3101,1.21014,-0.86568,0.21819,4,Dimension 2
35390188,Ontario,-0.43187,-0.38957,0.32834,-0.16437,2,Dimension 3
35390191,Ontario,-0.38409,-1.48381,0.47891,-0.463,2,Dimension 3
35390194,Ontario,-0.22939,-1.07234,-0.7005,-0.66741,1,Dimension 1
35390197,Ontario,-0.73995,-1.94125,-1.50086,-1.39402,1,Dimension 1
35390198,Ontario,0.50299,-2.02638,-2.17993,-1.23444,1,Dimension 1
35390199,Ontario,-0.34366,-1.83694,-0.36637,-0.84899,1,Dimension 1
35390200,Ontario,-0.23847,-2.59517,-1.4144,-1.41601,1,Dimension 1
35390201,Ontario,0.14026,-0.74472,-0.91362,-0.50603,2,Dimension 1
35390202,Ontario,-0.10686,-1.2083,-0.21176,-0.50897,2,Dimension 1
35390203,Ontario,0.47672,-1.11105,-0.47522,-0.36985,2,Dimension 1
35390204,Ontario,0.48021,-0.30821,-0.58685,-0.13828,3,Dimension 1
35390205,Ontario,0.84511,-0.35342,-1.21506,-0.24112,2,Dimension 1
35390206,Ontario,0.62079,0.58818,-0.49856,0.2368,4,Dimension 1
35390207,Ontario,-0.15409,-1.65793,-1.07695,-0.96299,1,Dimension 1
35390208,Ontario,0.59879,-0.75248,-0.90763,-0.35377,2,Dimension 1
35390212,Ontario,-0.87997,-0.99116,0.98903,-0.29403,2,Dimension 3
35390213,Ontario,-0.3347,-0.20007,-0.94578,-0.49351,2,Dimension 2
35390214,Ontario,-0.51025,-1.22243,-0.75335,-0.82868,1,Dimension 1
35390215,Ontario,1.08873,0.48907,-0.6735,0.30143,4,Dimension 1
35390216,Ontario,-0.17259,0.06756,-0.2472,-0.11741,3,Dimension 2
35390217,Ontario,-0.14792,-0.3017,-1.13474,-0.52812,2,Dimension 1
35390218,Ontario,-0.11069,-1.49686,-0.20272,-0.60342,1,Dimension 1
35390219,Ontario,0.59541,0.71287,-0.94472,0.12119,3,Dimension 2
35390226,Ontario,-0.04121,0.9648,-1.10055,-0.05899,3,Dimension 2
35390227,Ontario,0.13119,0.55978,-0.14316,0.1826,4,Dimension 2
35390228,Ontario,-0.26072,-0.29284,-0.11272,-0.22209,2,Dimension 3
35390234,Ontario,-0.18622,0.50211,-0.79801,-0.16071,2,Dimension 2
35390235,Ontario,-0.13435,-0.16976,-0.08424,-0.12945,3,Dimension 3
35390236,Ontario,-0.55676,-1.33687,0.3492,-0.51481,2,Dimension 3
35390237,Ontario,-0.51914,-0.68982,0.18968,-0.33976,2,Dimension 3
35390240,Ontario,0.24297,0.04269,0.12022,0.13529,3,Dimension 1
35390241,Ontario,0.32862,0.16037,-0.89052,-0.13384,3,Dimension 1
35390242,Ontario,0.78683,1.35444,-0.71978,0.47383,4,Dimension 2
35390243,Ontario,1.13824,1.11331,-0.33078,0.64026,5,Dimension 1
35390244,Ontario,0.64802,-0.63135,-1.14209,-0.37514,2,Dimension 1
35390245,Ontario,1.14311,0.4829,-0.24698,0.45967,4,Dimension 1
35390246,Ontario,1.30273,0.36576,-0.48416,0.39478,4,Dimension 1
35390247,Ontario,1.53763,0.59776,-0.03759,0.69927,5,Dimension 1
35390248,Ontario,1.78408,1.19861,-0.83657,0.71537,5,Dimension 1
35390249,Ontario,0.58223,0.59283,-0.26931,0.30192,4,Dimension 2
35390250,Ontario,0.84858,0.19108,-1.60977,-0.19004,2,Dimension 1
35390256,Ontario,0.03708,1.11144,0.91187,0.6868,5,Dimension 2
35390257,Ontario,0.09413,-0.29559,-0.0534,-0.08495,3,Dimension 1
35390258,Ontario,0.02919,-1.28642,1.19298,-0.02142,3,Dimension 3
35390259,Ontario,0.00706,0.51967,-0.18713,0.1132,3,Dimension 2
35390260,Ontario,-0.21332,-0.00081,-0.93682,-0.38365,2,Dimension 2
35390261,Ontario,0.37283,0.6244,-0.75909,0.07938,3,Dimension 2
35390262,Ontario,-0.35405,-2.32485,0.41302,-0.75529,1,Dimension 3
35390263,Ontario,0.12322,1.31454,1.13859,0.85878,5,Dimension 2
35390264,Ontario,0.37066,0.74723,0.81001,0.64263,5,Dimension 3
35390265,Ontario,0.53689,0.36674,-0.62281,0.09361,3,Dimension 1
35390266,Ontario,0.92057,1.33258,-0.99426,0.41963,4,Dimension 2
35390267,Ontario,0.41713,-0.27067,-0.52134,-0.12496,3,Dimension 1
35390272,Ontario,0.2265,-1.37527,0.10597,-0.3476,2,Dimension 1
35390273,Ontario,0.25029,-0.99442,-0.2181,-0.32074,2,Dimension 1
35390274,Ontario,0.20763,0.66767,-1.64023,-0.25498,2,Dimension 2
35390275,Ontario,1.00718,1.25195,-1.67101,0.19604,4,Dimension 2
35390276,Ontario,1.09971,0.92222,-0.64388,0.45935,4,Dimension 1
35390277,Ontario,1.42592,0.63793,-0.6484,0.47182,4,Dimension 1
35390278,Ontario,1.24678,1.04355,0.02808,0.7728,5,Dimension 1
35390280,Ontario,0.78586,0.86923,-1.28971,0.12179,3,Dimension 2
35390281,Ontario,0.31547,0.0457,-1.03616,-0.225,2,Dimension 1
35390282,Ontario,0.07555,0.28425,-0.7352,-0.12513,3,Dimension 2
35390283,Ontario,0.52357,-1.52119,-0.60272,-0.53345,2,Dimension 1
35390284,Ontario,0.33517,-0.60926,-1.64788,-0.64066,1,Dimension 1
35390285,Ontario,0.16669,-1.37983,-0.62675,-0.6133,1,Dimension 1
35390286,Ontario,0.55251,1.16151,-0.62887,0.36172,4,Dimension 2
35390287,Ontario,0.40144,-0.96416,-0.84175,-0.46816,2,Dimension 1
35390288,Ontario,-0.25829,-1.86804,-0.98679,-1.03771,1,Dimension 1
35390289,Ontario,0.05808,-1.79905,-1.05841,-0.93312,1,Dimension 1
35390290,Ontario,0.47308,-0.44498,-1.04766,-0.33985,2,Dimension 1
35390291,Ontario,0.88307,-0.90783,-2.73976,-0.92151,1,Dimension 1
35390292,Ontario,0.40483,0.35029,0.27168,0.34227,4,Dimension 1
35390293,Ontario,0.00376,0.45775,0.22578,0.2291,4,Dimension 2
35390296,Ontario,0.79243,0.67361,-0.78382,0.22741,4,Dimension 1
35390297,Ontario,1.01954,-0.15295,-0.51368,0.11764,3,Dimension 1
35390298,Ontario,0.89009,1.01007,-0.5269,0.45775,4,Dimension 2
35390299,Ontario,0.36321,-1.31283,-0.99155,-0.64706,1,Dimension 1
35390300,Ontario,0.0396,-1.56888,0.24305,-0.42874,2,Dimension 3
35390301,Ontario,0.16969,-0.11516,-0.45705,-0.13417,3,Dimension 1
35390303,Ontario,0.1635,-0.5597,0.06001,-0.11206,3,Dimension 1
35390305,Ontario,-0.02906,-1.29867,0.14926,-0.39282,2,Dimension 3
35390306,Ontario,-0.22209,-1.17332,-0.8666,-0.754,1,Dimension 1
35390307,Ontario,1.30623,-0.94132,-0.36834,-0.00114,3,Dimension 1
35390308,Ontario,-0.34446,-0.93456,-1.00451,-0.76118,1,Dimension 1
35390311,Ontario,1.19306,-0.92803,-0.25973,0.00177,3,Dimension 1
35390312,Ontario,0.37668,-2.04105,-0.74405,-0.80281,1,Dimension 1
35390313,Ontario,0.49698,-0.53805,-1.08306,-0.37471,2,Dimension 1
35390314,Ontario,0.03847,-1.31954,-0.49396,-0.59168,1,Dimension 1
35390315,Ontario,0.12527,-3.07142,-2.2776,-1.74125,1,Dimension 1
35390316,Ontario,0.46866,-0.40701,-0.62326,-0.1872,2,Dimension 1
35390321,Ontario,1.00477,-2.8791,-1.31741,-1.06392,1,Dimension 1
35390323,Ontario,1.33157,-3.0214,0.79116,-0.29956,2,Dimension 1
35390324,Ontario,0.87004,-1.56784,-0.46699,-0.38826,2,Dimension 1
35390325,Ontario,0.82605,-1.76911,-0.48623,-0.47643,2,Dimension 1
35390326,Ontario,-0.6544,-4.05568,-1.26094,-1.99034,1,Dimension 1
35390327,Ontario,0.91588,-1.62145,-0.53788,-0.41448,2,Dimension 1
35390328,Ontario,2.08866,-1.30085,-0.80728,-0.00649,3,Dimension 1
35390329,Ontario,1.84451,1.11903,-1.57136,0.46406,4,Dimension 1
35390330,Ontario,1.45636,-2.54173,0.8742,-0.07039,3,Dimension 1
35390333,Ontario,1.29317,-1.33698,0.10062,0.01894,3,Dimension 1
35390334,Ontario,0.60948,-0.4108,1.20514,0.46794,4,Dimension 3
35390335,Ontario,0.86635,-0.03943,0.11007,0.31233,4,Dimension 1
35390336,Ontario,1.71805,0.90594,-0.97143,0.55085,5,Dimension 1
35390337,Ontario,1.16139,0.31514,-0.78422,0.23077,4,Dimension 1
35390338,Ontario,0.84374,-1.69847,0.57435,-0.09346,3,Dimension 1
35390339,Ontario,-0.27603,-0.08623,0.41122,0.01632,3,Dimension 3
35390340,Ontario,0.8288,-0.81627,0.24095,0.08449,3,Dimension 1
35390341,Ontario,0.51753,-0.79695,1.23134,0.31731,4,Dimension 3
35390342,Ontario,0.04167,0.25476,1.10791,0.46812,4,Dimension 3
35390343,Ontario,0.01264,0.17751,0.95142,0.38052,4,Dimension 3
35390344,Ontario,0.48394,0.32233,1.38839,0.73156,5,Dimension 3
35390345,Ontario,0.36998,0.06815,0.55914,0.33242,4,Dimension 3
35390346,Ontario,0.04536,0.19265,-0.18943,0.01619,3,Dimension 2
35390347,Ontario,-0.4864,-0.85439,-0.41147,-0.58409,1,Dimension 3
35390348,Ontario,0.10137,-1.36796,-0.06694,-0.44451,2,Dimension 1
35390349,Ontario,0.57323,-1.54043,0.03749,-0.3099,2,Dimension 1
35390350,Ontario,0.61085,-0.2082,-0.53465,-0.044,3,Dimension 1
35390351,Ontario,0.56061,-0.27171,-0.39273,-0.03461,3,Dimension 1
35390352,Ontario,0.32982,-0.50505,0.29352,0.03943,3,Dimension 1
35390353,Ontario,0.77267,0.41912,-0.57566,0.20538,4,Dimension 1
35390354,Ontario,0.34002,-1.0223,0.24752,-0.14492,3,Dimension 1
35390355,Ontario,0.7493,-0.42431,1.31395,0.54631,5,Dimension 3
35390360,Ontario,0.49858,1.17906,-0.18008,0.49918,4,Dimension 2
35390361,Ontario,0.60768,1.23051,-0.64736,0.39694,4,Dimension 2
35390364,Ontario,1.9292,2.01838,1.2377,1.72843,5,Dimension 2
35390365,Ontario,1.16548,0.54326,0.66437,0.79104,5,Dimension 1
35390366,Ontario,0.99201,1.448,1.35084,1.26362,5,Dimension 2
35390367,Ontario,1.54964,1.72085,1.21158,1.49402,5,Dimension 2
35390368,Ontario,2.26123,0.15391,0.5475,0.98755,5,Dimension 1
35390374,Ontario,1.35851,0.64741,0.2752,0.76037,5,Dimension 1
35390375,Ontario,1.46084,-1.68358,0.29826,0.02517,3,Dimension 1
35390376,Ontario,1.49254,1.62517,0.08788,1.06853,5,Dimension 2
35390379,Ontario,0.97203,1.51322,0.99261,1.15929,5,Dimension 2
35390394,Ontario,1.0448,0.52443,1.36783,0.97902,5,Dimension 3
35390395,Ontario,1.07567,1.32614,0.52751,0.97644,5,Dimension 2
35390396,Ontario,0.95306,1.07231,-1.20327,0.27403,4,Dimension 2
35390399,Ontario,0.92201,0.80066,-0.38832,0.44478,4,Dimension 1
35390400,Ontario,0.67332,0.77656,0.40852,0.61947,5,Dimension 2
35390401,Ontario,0.99726,1.20072,0.6595,0.95249,5,Dimension 2
35390402,Ontario,1.18163,0.77932,0.67502,0.87866,5,Dimension 1
35390405,Ontario,1.91319,0.27279,-0.00397,0.72734,5,Dimension 1
35390406,Ontario,0.53434,-0.95839,-0.77826,-0.40077,2,Dimension 1
35390407,Ontario,1.00941,0.9796,0.538,0.84234,5,Dimension 1
35390408,Ontario,1.13371,1.74903,0.67548,1.18608,5,Dimension 2
35390409,Ontario,0.8818,-0.69727,-0.08723,0.03244,3,Dimension 1
35390410,Ontario,0.27102,-2.23079,-0.11286,-0.69088,1,Dimension 1
35390411,Ontario,0.63948,0.49886,-0.30404,0.2781,4,Dimension 1
35390412,Ontario,1.01529,0.9429,-0.53604,0.47405,4,Dimension 1
35390413,Ontario,0.80248,1.05502,-0.53616,0.44045,4,Dimension 2
35390414,Ontario,0.76995,1.15995,-0.69631,0.4112,4,Dimension 2
35390415,Ontario,1.76948,1.30303,-0.55794,0.83819,5,Dimension 1
35390416,Ontario,0.38747,0.86874,-1.09625,0.05332,3,Dimension 2
35390417,Ontario,1.11734,1.04937,-0.33091,0.61193,5,Dimension 1
35390418,Ontario,1.27288,1.06972,-1.21851,0.3747,4,Dimension 1
35390419,Ontario,0.93457,0.40966,-1.0356,0.10288,3,Dimension 1
35390420,Ontario,0.92008,1.11168,-0.57088,0.48696,4,Dimension 2
35390421,Ontario,1.0194,-0.53112,-0.07225,0.13868,3,Dimension 1
35390422,Ontario,0.74762,1.15187,-0.95649,0.31433,4,Dimension 2
35390425,Ontario,0.18309,-2.27411,0.89058,-0.40015,2,Dimension 3
35390426,Ontario,0.63183,-2.08605,0.23139,-0.40761,2,Dimension 1
35390429,Ontario,0.55006,0.01119,0.00644,0.18923,4,Dimension 1
35390430,Ontario,0.9782,-2.14792,0.02105,-0.38289,2,Dimension 1
35390434,Ontario,-0.02318,-1.07103,-1.08187,-0.72536,1,Dimension 1
35390435,Ontario,0.40927,0.17681,-0.94759,-0.1205,3,Dimension 1
35390437,Ontario,1.43922,-0.43524,-1.0716,-0.02254,3,Dimension 1
35390438,Ontario,1.31919,0.9699,-0.17836,0.70358,5,Dimension 1
35390439,Ontario,0.93011,0.50939,-1.59357,-0.05135,3,Dimension 1
35390440,Ontario,1.82969,1.74321,-0.19641,1.1255,5,Dimension 1
35390441,Ontario,1.23024,1.10447,0.77939,1.03803,5,Dimension 1
35390442,Ontario,0.84131,-0.37361,-2.59434,-0.70888,1,Dimension 1
35390443,Ontario,0.72929,0.15843,-1.87717,-0.32981,2,Dimension 1
35390444,Ontario,0.61444,1.54584,0.55868,0.90632,5,Dimension 2
35390445,Ontario,0.96955,1.11778,0.95854,1.01529,5,Dimension 2
35390446,Ontario,0.61254,1.36865,0.51837,0.83319,5,Dimension 2
35390448,Ontario,1.31771,0.7873,-0.53757,0.52248,4,Dimension 1
35390449,Ontario,1.28879,1.13238,-0.33051,0.69689,5,Dimension 1
35390451,Ontario,0.70426,0.90613,0.36621,0.65887,5,Dimension 2
35390452,Ontario,0.88872,0.4042,0.0569,0.44994,4,Dimension 1
35390453,Ontario,0.43098,0.84812,-0.95163,0.10916,3,Dimension 2
35390454,Ontario,0.44939,0.51598,-0.14892,0.27215,4,Dimension 2
35390455,Ontario,0.99075,0.34563,-1.45102,-0.03821,3,Dimension 1
35390456,Ontario,0.55311,1.05998,-1.17528,0.14593,3,Dimension 2
35390457,Ontario,1.05413,1.21604,-0.26194,0.66941,5,Dimension 2
35390459,Ontario,1.147,1.09673,1.84562,1.36311,5,Dimension 3
35390460,Ontario,0.65694,-0.19755,1.22894,0.56278,5,Dimension 3
35390461,Ontario,0.09901,0.29739,-0.75394,-0.11918,3,Dimension 2
35390462,Ontario,0.44912,0.63925,-0.24352,0.28162,4,Dimension 2
35390463,Ontario,0.51571,0.30574,-0.63047,0.06366,3,Dimension 1
35390464,Ontario,1.14516,1.74371,0.72941,1.20609,5,Dimension 2
35390465,Ontario,0.54023,0.94312,-0.25039,0.41099,4,Dimension 2
35390466,Ontario,0.92038,0.97648,0.32449,0.74045,5,Dimension 2
35390539,Ontario,1.57923,0.83536,0.06246,0.82568,5,Dimension 1
35390540,Ontario,2.00624,1.02165,-0.36442,0.88783,5,Dimension 1
35390541,Ontario,1.05276,-3.0709,0.61325,-0.4683,2,Dimension 1
35390542,Ontario,0.44451,-2.79681,1.25064,-0.36722,2,Dimension 3
35390543,Ontario,0.41996,-2.47459,0.26989,-0.59492,1,Dimension 1
35390544,Ontario,1.28259,-2.22892,-0.29065,-0.41233,2,Dimension 1
35390545,Ontario,1.00561,-2.12957,0.23419,-0.29659,2,Dimension 1
35390546,Ontario,0.42804,-2.51448,-1.81306,-1.29984,1,Dimension 1
35390547,Ontario,1.30354,-1.16829,-0.06561,0.02321,3,Dimension 1
35390548,Ontario,0.55895,-2.83906,-0.34461,-0.8749,1,Dimension 1
35390549,Ontario,1.0742,-1.95447,0.59483,-0.09515,3,Dimension 1
35390550,Ontario,1.23676,-1.68179,1.11584,0.2236,4,Dimension 1
35390551,Ontario,0.05386,-1.76681,-1.20253,-0.97183,1,Dimension 1
35390552,Ontario,1.08933,-0.869,0.1939,0.13807,3,Dimension 1
35390553,Ontario,0.81686,-1.80161,-1.2244,-0.73638,1,Dimension 1
35390554,Ontario,0.94199,-1.78753,-0.50632,-0.45062,2,Dimension 1
35390555,Ontario,-0.01956,-2.85729,-0.5282,-1.13502,1,Dimension 1
35390556,Ontario,0.77057,-1.2494,-0.1849,-0.22124,2,Dimension 1
35390557,Ontario,1.06269,-2.51313,-0.83383,-0.76142,1,Dimension 1
35390558,Ontario,-0.21196,-3.14261,-1.6433,-1.66596,1,Dimension 1
35390559,Ontario,0.00737,-3.18999,0.43298,-0.91655,1,Dimension 3
35390560,Ontario,-0.41504,-0.43066,-1.27952,-0.70841,1,Dimension 1
35390561,Ontario,-0.45036,-1.01792,-0.93637,-0.80155,1,Dimension 1
35390562,Ontario,-0.30554,-0.28445,-1.01999,-0.53666,1,Dimension 2
35390563,Ontario,-0.42573,-0.03581,-0.67969,-0.38041,2,Dimension 2
35390564,Ontario,-0.15352,0.77513,-1.56908,-0.31582,2,Dimension 2
35390578,Ontario,-0.72608,-0.83787,0.74652,-0.27248,2,Dimension 3
35390579,Ontario,-0.65815,-0.81064,0.38306,-0.36191,2,Dimension 3
35390580,Ontario,-0.80814,-0.00787,-0.7449,-0.5203,2,Dimension 2
35390581,Ontario,-0.33682,0.06253,-0.722,-0.3321,2,Dimension 2
35390582,Ontario,-0.33091,-0.27075,-0.34326,-0.31497,2,Dimension 2
35390584,Ontario,-0.96308,-0.87169,-1.10518,-0.97998,1,Dimension 2
35390585,Ontario,-0.6243,-2.57894,-1.09508,-1.43277,1,Dimension 1
35390586,Ontario,-0.70471,-1.9227,-1.24628,-1.29123,1,Dimension 1
35390587,Ontario,-0.13376,-0.15112,-1.07791,-0.45426,2,Dimension 1
35390588,Ontario,-0.23959,-0.08207,-0.59124,-0.3043,2,Dimension 2
35390589,Ontario,-0.53814,-1.66547,-1.59731,-1.26697,1,Dimension 1
35390590,Ontario,-0.48015,-0.26664,-0.06976,-0.27218,2,Dimension 3
35390592,Ontario,0.11734,-2.7112,0.07305,-0.84027,1,Dimension 1
35390593,Ontario,-0.22361,-2.00194,0.64184,-0.52791,2,Dimension 3
35390595,Ontario,-0.10656,-1.90686,0.61672,-0.46557,2,Dimension 3
35390596,Ontario,0.0261,-0.71564,-0.60099,-0.43017,2,Dimension 1
35390597,Ontario,-0.08901,-0.99265,-0.07763,-0.38643,2,Dimension 3
35390598,Ontario,-0.87581,0.93416,0.22391,0.09408,3,Dimension 2
35390599,Ontario,-0.48678,-1.38654,-0.01298,-0.62877,1,Dimension 3
35390600,Ontario,-0.47023,0.42463,-0.14007,-0.06189,3,Dimension 2
35390601,Ontario,-0.26624,-0.29135,1.01084,0.15108,3,Dimension 3
35390604,Ontario,0.29922,-1.23644,-0.01422,-0.31714,2,Dimension 1
35390605,Ontario,-0.07343,-0.73791,-0.62146,-0.4776,2,Dimension 1
35390606,Ontario,-0.35918,-0.88734,-0.73338,-0.65997,1,Dimension 1
35390607,Ontario,0.3673,0.14007,-1.11852,-0.20372,2,Dimension 1
35390611,Ontario,-0.25534,-0.39268,-0.26031,-0.30277,2,Dimension 1
35390616,Ontario,-0.08679,-0.72346,-1.62986,-0.81337,1,Dimension 1
35390617,Ontario,0.4251,-0.69858,-0.1524,-0.14196,3,Dimension 1
35390618,Ontario,-0.28873,-0.86273,0.55554,-0.19864,2,Dimension 3
35390619,Ontario,-0.00438,0.3019,-0.42237,-0.04162,3,Dimension 2
35390620,Ontario,-0.1448,-0.00537,0.51599,0.12194,3,Dimension 3
35390621,Ontario,-0.21312,-2.56085,-0.52606,-1.10001,1,Dimension 1
35390622,Ontario,-0.11467,-2.26475,-0.95471,-1.11138,1,Dimension 1
35390623,Ontario,0.70185,-0.53583,-1.34537,-0.39312,2,Dimension 1
35390624,Ontario,0.16234,-0.31491,0.12504,-0.00918,3,Dimension 1
35390625,Ontario,0.1489,-0.14792,-0.35488,-0.11796,3,Dimension 1
35390626,Ontario,0.06539,-1.79591,-0.92603,-0.88552,1,Dimension 1
35390627,Ontario,0.52503,0.15927,-1.09535,-0.13702,3,Dimension 1
35390628,Ontario,-0.12529,-0.10001,-0.49453,-0.23994,2,Dimension 2
35390629,Ontario,0.0574,-0.44184,-0.64301,-0.34248,2,Dimension 1
35390630,Ontario,-0.11694,-0.44495,-0.70234,-0.42141,2,Dimension 1
35390631,Ontario,0.26338,-0.86419,-0.36752,-0.32278,2,Dimension 1
35390632,Ontario,-0.08709,-1.8965,0.38247,-0.53371,2,Dimension 3
35390633,Ontario,1.20211,0.18436,-0.46219,0.30809,4,Dimension 1
35390634,Ontario,0.84297,-1.47161,0.08438,-0.18142,2,Dimension 1
35390635,Ontario,1.29359,0.66537,-0.44179,0.50572,4,Dimension 1
35390636,Ontario,2.05923,0.5528,0.26122,0.95775,5,Dimension 1
35390637,Ontario,0.47862,-1.18381,-0.57011,-0.4251,2,Dimension 1
35390638,Ontario,0.46897,-0.78148,-1.25661,-0.52304,2,Dimension 1
35390639,Ontario,0.67816,-0.53895,-0.38057,-0.08046,3,Dimension 1
35390645,Ontario,-0.01216,0.36115,-0.43501,-0.02868,3,Dimension 2
35390646,Ontario,-0.67662,-2.35523,-0.41095,-1.1476,1,Dimension 3
35390648,Ontario,-0.43558,0.37207,-0.09337,-0.05229,3,Dimension 2
35390649,Ontario,0.0111,0.52201,0.15421,0.2291,4,Dimension 2
35390650,Ontario,-0.32632,-0.67222,0.19824,-0.26677,2,Dimension 3
35390651,Ontario,0.24524,0.74638,-0.67542,0.1054,3,Dimension 2
35390652,Ontario,0.15638,0.91605,0.8566,0.64301,5,Dimension 2
35390655,Ontario,-0.79477,-1.08663,-0.69624,-0.85921,1,Dimension 3
35390656,Ontario,-0.88803,-1.81594,-0.99716,-1.23371,1,Dimension 1
35390657,Ontario,-0.19087,-0.06747,-0.61408,-0.2908,2,Dimension 2
35390658,Ontario,-0.13225,-0.10279,-2.11287,-0.78263,1,Dimension 2
35390659,Ontario,-0.48933,-0.46428,-0.11851,-0.35737,2,Dimension 3
35390660,Ontario,-0.12892,-0.16417,0.21663,-0.02549,3,Dimension 3
35390661,Ontario,-0.30086,-0.51452,-0.12292,-0.31276,2,Dimension 3
35390662,Ontario,-0.34766,-0.51222,-0.40096,-0.42028,2,Dimension 1
35390663,Ontario,-0.42229,-0.00429,-1.5202,-0.64893,1,Dimension 2
35390666,Ontario,0.51753,0.59118,-1.29791,-0.06306,3,Dimension 2
35390669,Ontario,0.3359,-1.63871,-0.32941,-0.54407,1,Dimension 1
35390670,Ontario,-0.74103,-0.97168,-0.40541,-0.70604,1,Dimension 3
35390672,Ontario,1.12605,-1.80067,-1.39799,-0.69087,1,Dimension 1
35390673,Ontario,1.60464,-0.1865,0.36378,0.59397,5,Dimension 1
35390676,Ontario,-0.37067,-1.55847,0.06349,-0.62188,1,Dimension 3
35390677,Ontario,-0.13099,-3.04242,0.23079,-0.98087,1,Dimension 3
35390678,Ontario,-0.10701,-1.17566,-0.58339,-0.62202,1,Dimension 1
35390679,Ontario,2.00251,-2.69764,0.64542,-0.01657,3,Dimension 1
35390680,Ontario,-0.83081,-2.57436,-0.43288,-1.27935,1,Dimension 3
35390681,Ontario,-0.26643,-2.46643,-0.54042,-1.09109,1,Dimension 1
35390682,Ontario,-0.33742,-1.59263,0.4295,-0.50018,2,Dimension 3
35390683,Ontario,-0.29635,-0.66602,0.41192,-0.18349,2,Dimension 3
35390684,Ontario,1.00954,-2.3491,-2.73778,-1.35911,1,Dimension 1
35390685,Ontario,-0.48894,-1.62018,-0.72299,-0.94404,1,Dimension 1
35390688,Ontario,-0.65766,-2.53264,-0.42912,-1.20648,1,Dimension 3
35390689,Ontario,0.00347,-1.00359,-0.35292,-0.45101,2,Dimension 1
35390690,Ontario,0.30289,-1.64926,-1.11532,-0.82056,1,Dimension 1
35390691,Ontario,0.17951,-2.49074,-2.83779,-1.71634,1,Dimension 1
35390692,Ontario,0.33062,-1.31894,-0.93023,-0.63952,1,Dimension 1
35390693,Ontario,0.69519,-2.13793,-0.12596,-0.5229,2,Dimension 1
35390694,Ontario,-0.11319,-1.76111,-0.16569,-0.67999,1,Dimension 1
35390696,Ontario,0.547,-2.16146,0.24147,-0.45766,2,Dimension 1
35390697,Ontario,1.34403,1.11089,-1.43222,0.3409,4,Dimension 1
35390698,Ontario,0.82399,0.37255,-0.61683,0.19323,4,Dimension 1
35390699,Ontario,1.00202,0.68937,1.69239,1.12792,5,Dimension 3
35390700,Ontario,0.8149,1.01211,2.10676,1.31126,5,Dimension 3
35390701,Ontario,0.61914,0.74372,1.75598,1.03962,5,Dimension 3
35390702,Ontario,-0.2984,0.64816,0.86476,0.40484,4,Dimension 3
35390703,Ontario,0.51564,0.26734,1.35749,0.71349,5,Dimension 3
35390705,Ontario,0.86253,-0.64398,-0.57216,-0.11787,3,Dimension 1
35390706,Ontario,0.36582,0.03563,-0.8622,-0.15358,2,Dimension 1
35390707,Ontario,0.99454,0.40977,0.91291,0.77241,5,Dimension 1
35390708,Ontario,1.33066,0.631,0.77943,0.9137,5,Dimension 1
35390709,Ontario,0.63036,0.76335,0.00106,0.46492,4,Dimension 2
35390711,Ontario,-1.02684,-1.09703,0.29001,-0.61129,1,Dimension 3
35390712,Ontario,-0.77563,1.11827,-0.04113,0.1005,3,Dimension 2
35390713,Ontario,0.25448,-0.02436,1.25019,0.49344,4,Dimension 3
35390714,Ontario,0.00763,0.08139,0.39323,0.16075,3,Dimension 3
35390715,Ontario,0.2303,0.65197,-0.30011,0.19405,4,Dimension 2
35390716,Ontario,0.11092,-0.04103,0.63435,0.23475,4,Dimension 3
35390717,Ontario,-0.13439,0.71818,0.072,0.2186,4,Dimension 2
